Date,Traffic_Source,Device_Type,Country,Page_Visited,Sessions,Users,New_Users,Bounce_Rate,Avg_Session_Duration,Conversions,Revenue,Campaign_Name,Month
13/03/2024,Email Marketing,Mobile,UK,Promo Page,250,235,115,32.1,116,19,399,Brand Awareness,Mar
13/03/2024,Referral,Mobile,Germany,Home Page,109,89,43,28.5,99,30,1770,Brand Awareness,Mar
14/03/2024,Google Ads,Mobile,UK,Product Page,121,96,61,33.73,274,22,1012,Winter Sale,Mar
14/03/2024,Facebook Ads,Tablet,Australia,Product Page,401,333,162,28.75,99,34,1802,Winter Sale,Mar
14/03/2024,Instagram Ads,Mobile,India,Promo Page,203,181,108,45.1,146,16,336,Email Campaign,Mar
14/03/2024,Organic Search,Desktop,Kenya,Product Page,235,184,84,37.79,199,16,896,Spring Sale,Mar
14/03/2024,Direct,Mobile,Australia,Home Page,411,320,225,54.77,111,16,560,Winter Sale,Mar
14/03/2024,Email Marketing,Tablet,Germany,Promo Page,243,212,132,34.85,198,29,1015,Email Campaign,Mar
14/03/2024,Referral,Mobile,India,Checkout Page,183,141,82,29.15,229,18,648,Email Campaign,Mar
15/03/2024,Google Ads,Mobile,Germany,Landing Page,278,215,149,52.95,143,17,901,SEO Campaign,Mar
15/03/2024,Facebook Ads,Tablet,USA,Promo Page,422,378,258,31.19,186,23,1150,New Product Launch,Mar
15/03/2024,Instagram Ads,Mobile,Germany,Checkout Page,189,142,86,50.98,301,5,120,None,Mar
15/03/2024,Organic Search,Tablet,USA,Promo Page,488,403,261,54.7,308,27,729,SEO Campaign,Mar
15/03/2024,Direct,Tablet,Australia,Checkout Page,422,323,225,54.37,292,31,1395,New Product Launch,Mar
15/03/2024,Email Marketing,Desktop,Germany,Landing Page,272,221,131,36.59,283,31,1209,Winter Sale,Mar
15/03/2024,Referral,Mobile,India,Promo Page,210,188,122,31.23,301,15,585,New Product Launch,Mar
16/03/2024,Google Ads,Tablet,Germany,Blog Page,354,317,201,33.04,277,27,1107,Brand Awareness,Mar
16/03/2024,Facebook Ads,Tablet,Germany,Promo Page,122,96,46,54.01,204,28,1176,Winter Sale,Mar
16/03/2024,Instagram Ads,Tablet,UK,Product Page,99,87,60,54.34,296,33,1089,New Product Launch,Mar
16/03/2024,Organic Search,Mobile,UK,Promo Page,90,68,40,46.61,263,22,1254,Winter Sale,Mar
16/03/2024,Direct,Tablet,Germany,Promo Page,434,395,246,47.72,209,9,270,Winter Sale,Mar
16/03/2024,Email Marketing,Mobile,Germany,Home Page,475,422,260,37.68,206,7,301,Email Campaign,Mar
16/03/2024,Referral,Desktop,UK,Landing Page,197,159,117,44.96,313,19,494,SEO Campaign,Mar
17/03/2024,Google Ads,Desktop,Germany,Landing Page,294,266,145,43.65,146,28,1232,Winter Sale,Mar
17/03/2024,Facebook Ads,Mobile,Germany,Checkout Page,243,190,88,41.48,284,18,882,Winter Sale,Mar
17/03/2024,Instagram Ads,Mobile,UK,Checkout Page,437,361,233,39.93,255,34,1428,Winter Sale,Mar
17/03/2024,Organic Search,Tablet,Australia,Home Page,289,228,114,35.09,214,20,1140,Winter Sale,Mar
17/03/2024,Direct,Mobile,India,Checkout Page,315,260,129,47.83,260,24,1080,Spring Sale,Mar
17/03/2024,Email Marketing,Desktop,USA,Product Page,268,231,127,49.68,267,22,1012,SEO Campaign,Mar
17/03/2024,Referral,Tablet,Kenya,Product Page,492,383,189,39.68,93,7,252,None,Mar
18/03/2024,Google Ads,Desktop,UK,Blog Page,211,166,90,49.37,101,32,1760,None,Mar
18/03/2024,Facebook Ads,Desktop,Canada,Blog Page,332,257,183,54.22,223,8,216,Spring Sale,Mar
18/03/2024,Instagram Ads,Desktop,Kenya,Landing Page,174,165,74,52.17,291,7,217,None,Mar
18/03/2024,Organic Search,Desktop,Australia,Blog Page,472,436,197,34.12,279,23,782,SEO Campaign,Mar
18/03/2024,Direct,Tablet,India,Product Page,353,307,221,38.35,254,28,1456,New Product Launch,Mar
18/03/2024,Email Marketing,Tablet,Kenya,Product Page,147,116,61,41.6,305,24,504,Winter Sale,Mar
18/03/2024,Referral,Tablet,India,Home Page,264,198,103,51.39,256,30,1530,Winter Sale,Mar
19/03/2024,Google Ads,Tablet,India,Product Page,229,174,109,48.62,313,29,841,None,Mar
19/03/2024,Facebook Ads,Desktop,Australia,Checkout Page,492,370,182,48.04,118,17,918,Email Campaign,Mar
19/03/2024,Instagram Ads,Tablet,Germany,Landing Page,428,362,204,50.66,173,17,391,Email Campaign,Mar
19/03/2024,Organic Search,Mobile,USA,Checkout Page,215,185,114,51.71,149,16,512,Spring Sale,Mar
19/03/2024,Direct,Mobile,USA,Product Page,357,306,196,29.23,297,16,432,SEO Campaign,Mar
19/03/2024,Email Marketing,Tablet,Kenya,Blog Page,424,328,159,42,258,6,252,New Product Launch,Mar
19/03/2024,Referral,Tablet,Canada,Home Page,104,80,45,42.98,235,29,1363,SEO Campaign,Mar
20/03/2024,Google Ads,Desktop,India,Checkout Page,299,244,122,30.66,156,28,756,Email Campaign,Mar
20/03/2024,Facebook Ads,Tablet,Germany,Product Page,348,272,126,44.67,171,4,116,None,Mar
20/03/2024,Instagram Ads,Tablet,India,Blog Page,398,360,209,44.95,272,13,494,Spring Sale,Mar
20/03/2024,Organic Search,Tablet,Kenya,Landing Page,317,298,199,41.23,282,21,861,Spring Sale,Mar
20/03/2024,Direct,Desktop,Canada,Product Page,155,138,79,43.62,236,30,1680,None,Mar
20/03/2024,Email Marketing,Tablet,Australia,Blog Page,247,212,121,42.03,143,24,840,Brand Awareness,Mar
20/03/2024,Referral,Desktop,India,Landing Page,407,318,233,51.75,174,27,540,None,Mar
21/03/2024,Google Ads,Mobile,USA,Landing Page,442,368,205,44.03,176,17,884,Email Campaign,Mar
21/03/2024,Facebook Ads,Tablet,Kenya,Landing Page,167,150,68,37.58,139,18,702,Winter Sale,Mar
21/03/2024,Instagram Ads,Mobile,India,Promo Page,324,279,192,47.85,201,15,480,Email Campaign,Mar
21/03/2024,Organic Search,Tablet,USA,Blog Page,325,270,170,41.87,114,28,700,Brand Awareness,Mar
21/03/2024,Direct,Tablet,UK,Home Page,469,353,220,53.42,206,5,260,SEO Campaign,Mar
21/03/2024,Email Marketing,Mobile,UK,Blog Page,460,356,187,45.34,242,15,795,New Product Launch,Mar
21/03/2024,Referral,Mobile,UK,Promo Page,486,406,274,52.65,218,12,456,None,Mar
22/03/2024,Google Ads,Mobile,Canada,Product Page,481,390,240,43.88,211,8,408,Spring Sale,Mar
22/03/2024,Facebook Ads,Tablet,Australia,Home Page,109,97,60,28.39,214,11,550,Email Campaign,Mar
22/03/2024,Instagram Ads,Tablet,Germany,Promo Page,216,174,92,36.99,210,22,528,None,Mar
22/03/2024,Organic Search,Mobile,Canada,Checkout Page,225,208,144,28.51,198,12,600,Winter Sale,Mar
22/03/2024,Direct,Mobile,UK,Promo Page,196,147,105,28.66,253,26,832,Winter Sale,Mar
22/03/2024,Email Marketing,Mobile,India,Blog Page,387,329,215,53.16,192,10,580,Brand Awareness,Mar
22/03/2024,Referral,Mobile,UK,Home Page,258,239,118,32.1,109,14,504,Email Campaign,Mar
23/03/2024,Google Ads,Tablet,Kenya,Promo Page,201,173,88,41.62,275,5,185,Email Campaign,Mar
23/03/2024,Facebook Ads,Mobile,Australia,Home Page,293,243,128,33.36,233,34,1462,SEO Campaign,Mar
23/03/2024,Instagram Ads,Mobile,USA,Checkout Page,114,104,52,53.82,96,32,1216,New Product Launch,Mar
23/03/2024,Organic Search,Tablet,Canada,Product Page,151,115,72,41.11,106,33,1056,Spring Sale,Mar
23/03/2024,Direct,Tablet,USA,Checkout Page,115,89,58,53.52,118,32,1408,New Product Launch,Mar
23/03/2024,Email Marketing,Tablet,UK,Blog Page,105,83,44,29.72,164,8,264,Brand Awareness,Mar
23/03/2024,Referral,Tablet,India,Home Page,263,209,153,51.52,201,34,1394,Email Campaign,Mar
24/03/2024,Google Ads,Desktop,Germany,Landing Page,464,403,191,45.46,124,29,638,Winter Sale,Mar
24/03/2024,Facebook Ads,Desktop,India,Promo Page,298,236,112,33.25,212,13,676,Email Campaign,Mar
24/03/2024,Instagram Ads,Desktop,India,Blog Page,266,231,135,50.38,313,5,270,Email Campaign,Mar
24/03/2024,Organic Search,Desktop,India,Checkout Page,494,384,207,31.76,171,20,660,New Product Launch,Mar
24/03/2024,Direct,Mobile,UK,Blog Page,350,322,167,46.77,279,17,544,Brand Awareness,Mar
24/03/2024,Email Marketing,Desktop,UK,Checkout Page,451,387,287,37.97,167,27,1296,None,Mar
24/03/2024,Referral,Mobile,Germany,Checkout Page,494,382,219,29.7,180,24,504,Winter Sale,Mar
25/03/2024,Google Ads,Desktop,UK,Home Page,135,115,67,39.09,111,5,280,New Product Launch,Mar
25/03/2024,Facebook Ads,Desktop,USA,Home Page,352,283,131,53.13,256,4,196,Email Campaign,Mar
25/03/2024,Instagram Ads,Mobile,Canada,Promo Page,148,138,76,29.48,290,7,147,Brand Awareness,Mar
25/03/2024,Organic Search,Tablet,USA,Home Page,399,321,223,48.33,199,3,111,Winter Sale,Mar
25/03/2024,Direct,Desktop,USA,Promo Page,295,239,124,29.97,148,34,1768,SEO Campaign,Mar
25/03/2024,Email Marketing,Desktop,Kenya,Blog Page,149,114,59,48.26,305,26,832,Winter Sale,Mar
25/03/2024,Referral,Desktop,UK,Product Page,308,273,189,51.69,235,25,1225,SEO Campaign,Mar
26/03/2024,Google Ads,Desktop,USA,Promo Page,402,366,199,43.19,159,24,480,Spring Sale,Mar
26/03/2024,Facebook Ads,Tablet,Kenya,Home Page,442,355,216,51.19,264,14,350,Brand Awareness,Mar
26/03/2024,Instagram Ads,Desktop,Kenya,Blog Page,320,248,151,32.99,303,33,1782,Brand Awareness,Mar
26/03/2024,Organic Search,Desktop,India,Product Page,291,265,177,42.5,282,33,1617,Winter Sale,Mar
26/03/2024,Direct,Mobile,Australia,Product Page,373,303,151,49.15,111,5,190,New Product Launch,Mar
26/03/2024,Email Marketing,Tablet,Germany,Blog Page,193,152,105,42.71,254,3,60,SEO Campaign,Mar
26/03/2024,Referral,Tablet,USA,Home Page,458,421,191,41.82,154,6,174,New Product Launch,Mar
27/03/2024,Google Ads,Desktop,Kenya,Landing Page,102,96,60,41.6,251,16,368,Spring Sale,Mar
27/03/2024,Facebook Ads,Mobile,Kenya,Blog Page,89,70,40,50.41,239,34,1326,Spring Sale,Mar
27/03/2024,Instagram Ads,Tablet,India,Promo Page,277,251,129,33.02,112,28,896,New Product Launch,Mar
27/03/2024,Organic Search,Mobile,UK,Product Page,361,323,213,51.03,308,27,648,Winter Sale,Mar
27/03/2024,Direct,Tablet,India,Blog Page,415,392,221,48.93,243,5,170,Spring Sale,Mar
27/03/2024,Email Marketing,Tablet,India,Home Page,176,165,119,51.96,121,33,1221,Winter Sale,Mar
27/03/2024,Referral,Desktop,Australia,Blog Page,140,113,72,37.61,160,28,1484,Brand Awareness,Mar
28/03/2024,Google Ads,Mobile,India,Checkout Page,288,240,177,45.76,140,34,1054,New Product Launch,Mar
28/03/2024,Facebook Ads,Desktop,India,Blog Page,363,287,169,49.63,219,33,1815,None,Mar
28/03/2024,Instagram Ads,Mobile,Germany,Landing Page,168,148,67,46.63,314,13,377,Email Campaign,Mar
28/03/2024,Organic Search,Mobile,USA,Product Page,245,193,118,33.59,186,19,817,Winter Sale,Mar
28/03/2024,Direct,Desktop,Canada,Blog Page,397,362,200,31.01,139,18,882,Email Campaign,Mar
28/03/2024,Email Marketing,Mobile,Germany,Product Page,481,445,274,42.43,107,12,468,Winter Sale,Mar
28/03/2024,Referral,Mobile,India,Landing Page,152,141,68,28.1,237,26,728,None,Mar
29/03/2024,Google Ads,Mobile,UK,Blog Page,326,293,212,39.44,243,16,752,New Product Launch,Mar
29/03/2024,Facebook Ads,Tablet,USA,Product Page,377,324,174,39.63,273,33,726,New Product Launch,Mar
29/03/2024,Instagram Ads,Mobile,Kenya,Checkout Page,279,253,185,44.83,135,6,210,Winter Sale,Mar
29/03/2024,Organic Search,Desktop,Australia,Home Page,128,96,45,38.46,289,31,1798,Brand Awareness,Mar
29/03/2024,Direct,Tablet,Canada,Promo Page,378,292,183,41.09,210,15,585,SEO Campaign,Mar
29/03/2024,Email Marketing,Mobile,Germany,Checkout Page,332,275,174,49.75,138,14,630,Brand Awareness,Mar
29/03/2024,Referral,Tablet,India,Blog Page,177,156,94,39.58,257,4,112,None,Mar
30/03/2024,Google Ads,Tablet,Australia,Product Page,416,381,234,32.13,276,16,352,SEO Campaign,Mar
30/03/2024,Facebook Ads,Desktop,UK,Promo Page,157,135,74,45.51,223,15,825,SEO Campaign,Mar
30/03/2024,Instagram Ads,Desktop,Australia,Landing Page,202,176,96,33.18,313,18,684,Email Campaign,Mar
30/03/2024,Organic Search,Desktop,Germany,Blog Page,186,142,79,46.37,232,34,748,Email Campaign,Mar
30/03/2024,Direct,Mobile,Canada,Checkout Page,88,77,39,33.72,238,10,400,Spring Sale,Mar
30/03/2024,Email Marketing,Mobile,UK,Product Page,460,385,283,47.42,229,8,424,Winter Sale,Mar
30/03/2024,Referral,Desktop,UK,Blog Page,224,203,140,41.02,192,6,192,Brand Awareness,Mar
31/03/2024,Google Ads,Desktop,Germany,Landing Page,200,188,125,52.91,170,12,636,New Product Launch,Mar
31/03/2024,Facebook Ads,Desktop,Germany,Promo Page,462,369,211,35.55,213,23,1265,SEO Campaign,Mar
31/03/2024,Instagram Ads,Desktop,Kenya,Promo Page,441,369,238,39.82,302,24,960,None,Mar
31/03/2024,Organic Search,Desktop,India,Checkout Page,214,172,114,50.58,278,14,574,Spring Sale,Mar
31/03/2024,Direct,Mobile,Kenya,Blog Page,469,403,270,41.1,99,26,702,Winter Sale,Mar
31/03/2024,Email Marketing,Desktop,Canada,Product Page,461,387,229,49.14,309,27,1377,Brand Awareness,Mar
31/03/2024,Referral,Desktop,India,Blog Page,259,213,158,40.59,112,4,236,None,Mar
01/04/2024,Google Ads,Desktop,Australia,Landing Page,143,122,89,34.77,264,3,168,New Product Launch,Apr
01/04/2024,Facebook Ads,Mobile,UK,Promo Page,449,367,237,37.46,161,31,1519,Winter Sale,Apr
01/04/2024,Instagram Ads,Desktop,Canada,Product Page,218,201,124,41.95,102,10,440,Email Campaign,Apr
01/04/2024,Organic Search,Desktop,Germany,Home Page,429,363,245,35.61,154,14,602,Spring Sale,Apr
01/04/2024,Direct,Desktop,Canada,Product Page,136,116,57,29.72,172,31,682,Spring Sale,Apr
01/04/2024,Email Marketing,Desktop,India,Blog Page,334,257,116,54.02,166,7,287,None,Apr
01/04/2024,Referral,Tablet,Germany,Blog Page,361,332,183,28.95,277,11,561,Email Campaign,Apr
02/04/2024,Google Ads,Tablet,India,Promo Page,409,365,193,36.54,232,12,312,Email Campaign,Apr
02/04/2024,Facebook Ads,Mobile,Germany,Blog Page,277,234,121,44.65,254,25,1200,Winter Sale,Apr
02/04/2024,Instagram Ads,Tablet,Germany,Product Page,298,273,139,53.71,311,31,713,Winter Sale,Apr
02/04/2024,Organic Search,Mobile,Kenya,Promo Page,379,318,221,51.9,309,11,341,Brand Awareness,Apr
02/04/2024,Direct,Tablet,UK,Checkout Page,363,332,162,53.26,166,9,297,SEO Campaign,Apr
02/04/2024,Email Marketing,Desktop,India,Blog Page,260,212,139,48.66,140,12,408,Email Campaign,Apr
02/04/2024,Referral,Mobile,India,Promo Page,162,129,65,53.77,184,20,700,Spring Sale,Apr
03/04/2024,Google Ads,Mobile,Kenya,Promo Page,499,437,280,50.96,260,5,265,Email Campaign,Apr
03/04/2024,Facebook Ads,Desktop,UK,Home Page,334,280,188,34.16,165,22,528,None,Apr
03/04/2024,Instagram Ads,Desktop,USA,Checkout Page,431,353,201,29.55,252,16,928,Brand Awareness,Apr
03/04/2024,Organic Search,Mobile,India,Checkout Page,486,405,267,39.09,288,25,525,None,Apr
03/04/2024,Direct,Mobile,Australia,Product Page,318,261,194,39.36,187,25,1075,Winter Sale,Apr
03/04/2024,Email Marketing,Tablet,Kenya,Home Page,446,398,232,53.35,311,14,686,Brand Awareness,Apr
03/04/2024,Referral,Tablet,Australia,Product Page,193,178,105,29.86,144,23,529,None,Apr
04/04/2024,Google Ads,Mobile,UK,Blog Page,325,279,130,54.24,254,23,782,Email Campaign,Apr
04/04/2024,Facebook Ads,Mobile,Australia,Home Page,482,390,198,31.48,189,22,836,SEO Campaign,Apr
04/04/2024,Instagram Ads,Tablet,Germany,Product Page,196,160,117,37.26,99,34,1088,Spring Sale,Apr
04/04/2024,Organic Search,Mobile,India,Checkout Page,89,79,58,29.35,225,3,141,Email Campaign,Apr
04/04/2024,Direct,Mobile,Kenya,Landing Page,109,82,37,48.91,274,32,1600,None,Apr
04/04/2024,Email Marketing,Tablet,USA,Promo Page,226,204,92,48.57,186,32,1536,Spring Sale,Apr
04/04/2024,Referral,Tablet,Kenya,Promo Page,187,154,110,52.14,275,29,1160,SEO Campaign,Apr
05/04/2024,Google Ads,Tablet,USA,Home Page,261,242,127,40.75,264,8,384,Email Campaign,Apr
05/04/2024,Facebook Ads,Mobile,India,Promo Page,466,425,241,40.08,242,33,1881,SEO Campaign,Apr
05/04/2024,Instagram Ads,Mobile,India,Home Page,251,192,103,54.1,304,8,256,Winter Sale,Apr
05/04/2024,Organic Search,Mobile,USA,Landing Page,401,375,245,43.39,131,12,468,None,Apr
05/04/2024,Direct,Mobile,India,Promo Page,337,283,186,47.8,256,20,520,Email Campaign,Apr
05/04/2024,Email Marketing,Tablet,Kenya,Blog Page,467,441,311,41.45,305,31,868,Spring Sale,Apr
05/04/2024,Referral,Mobile,USA,Promo Page,136,120,58,51,292,5,210,Winter Sale,Apr
06/04/2024,Google Ads,Mobile,Germany,Home Page,350,264,145,41.87,116,21,651,Email Campaign,Apr
06/04/2024,Facebook Ads,Desktop,Kenya,Landing Page,208,165,81,33.01,192,30,1230,SEO Campaign,Apr
06/04/2024,Instagram Ads,Desktop,UK,Promo Page,97,85,60,34.59,161,24,1200,Spring Sale,Apr
06/04/2024,Organic Search,Desktop,Germany,Checkout Page,117,93,58,47.39,289,33,1782,SEO Campaign,Apr
06/04/2024,Direct,Desktop,India,Promo Page,237,220,162,39.97,293,4,132,Email Campaign,Apr
06/04/2024,Email Marketing,Desktop,Germany,Promo Page,245,188,130,31.75,224,27,1350,Spring Sale,Apr
06/04/2024,Referral,Desktop,USA,Promo Page,377,306,227,39.1,163,17,833,None,Apr
07/04/2024,Google Ads,Desktop,Kenya,Blog Page,397,297,209,38.28,208,4,100,Spring Sale,Apr
07/04/2024,Facebook Ads,Tablet,Canada,Checkout Page,258,204,143,28.82,267,7,357,Brand Awareness,Apr
07/04/2024,Instagram Ads,Desktop,Australia,Product Page,153,118,55,41.06,234,9,288,None,Apr
07/04/2024,Organic Search,Mobile,Canada,Blog Page,167,133,68,39.1,291,11,506,Brand Awareness,Apr
07/04/2024,Direct,Tablet,Australia,Home Page,83,76,43,40,190,10,540,Email Campaign,Apr
07/04/2024,Email Marketing,Mobile,USA,Product Page,403,362,164,45.4,253,10,540,Winter Sale,Apr
07/04/2024,Referral,Tablet,Australia,Product Page,156,129,70,46.72,307,24,528,SEO Campaign,Apr
08/04/2024,Google Ads,Mobile,UK,Home Page,295,274,193,29.42,146,23,713,Winter Sale,Apr
08/04/2024,Facebook Ads,Tablet,Kenya,Blog Page,119,99,61,28.06,209,7,315,Spring Sale,Apr
08/04/2024,Instagram Ads,Desktop,USA,Promo Page,441,393,229,28.73,160,15,315,Winter Sale,Apr
08/04/2024,Organic Search,Desktop,Germany,Landing Page,305,244,143,31.6,234,15,450,Brand Awareness,Apr
08/04/2024,Direct,Mobile,USA,Promo Page,149,120,86,44.97,168,30,1440,Winter Sale,Apr
08/04/2024,Email Marketing,Desktop,Canada,Product Page,357,325,170,50.24,207,23,1288,None,Apr
08/04/2024,Referral,Tablet,UK,Promo Page,249,208,155,33.95,105,24,1368,Spring Sale,Apr
09/04/2024,Google Ads,Mobile,Australia,Blog Page,429,378,200,52.59,181,23,1334,New Product Launch,Apr
09/04/2024,Facebook Ads,Mobile,India,Promo Page,429,331,153,34.95,259,17,969,Spring Sale,Apr
09/04/2024,Instagram Ads,Desktop,Germany,Product Page,132,121,80,31.04,226,34,1632,New Product Launch,Apr
09/04/2024,Organic Search,Desktop,UK,Landing Page,118,112,59,35.54,205,13,676,New Product Launch,Apr
09/04/2024,Direct,Tablet,USA,Landing Page,100,83,46,28.58,253,13,481,New Product Launch,Apr
09/04/2024,Email Marketing,Desktop,Kenya,Promo Page,238,190,129,48.3,173,5,105,Email Campaign,Apr
09/04/2024,Referral,Desktop,Germany,Home Page,148,136,80,49.18,248,12,372,None,Apr
10/04/2024,Google Ads,Mobile,UK,Checkout Page,405,377,280,45.87,307,31,1240,None,Apr
10/04/2024,Facebook Ads,Mobile,Canada,Promo Page,315,239,132,46.01,233,3,105,None,Apr
10/04/2024,Instagram Ads,Desktop,UK,Product Page,430,406,302,41.34,155,24,1104,Brand Awareness,Apr
10/04/2024,Organic Search,Mobile,Canada,Checkout Page,437,401,285,34.57,206,9,513,None,Apr
10/04/2024,Direct,Mobile,India,Checkout Page,420,378,175,50.78,120,20,960,Spring Sale,Apr
10/04/2024,Email Marketing,Tablet,India,Home Page,473,409,206,33.08,207,7,287,Email Campaign,Apr
10/04/2024,Referral,Mobile,India,Landing Page,415,354,170,33.48,206,3,84,Email Campaign,Apr
11/04/2024,Google Ads,Mobile,UK,Product Page,169,141,74,50.64,161,25,1200,SEO Campaign,Apr
11/04/2024,Facebook Ads,Tablet,UK,Product Page,440,341,166,46.26,206,29,580,SEO Campaign,Apr
11/04/2024,Instagram Ads,Desktop,UK,Product Page,232,178,123,43.63,159,23,483,None,Apr
11/04/2024,Organic Search,Mobile,USA,Landing Page,81,61,41,50.97,201,22,440,Winter Sale,Apr
11/04/2024,Direct,Desktop,Australia,Blog Page,196,148,92,32.5,135,25,750,Spring Sale,Apr
11/04/2024,Email Marketing,Tablet,USA,Landing Page,412,326,160,48.49,117,6,210,Brand Awareness,Apr
11/04/2024,Referral,Tablet,Germany,Landing Page,286,223,146,44.03,168,28,644,Email Campaign,Apr
12/04/2024,Google Ads,Tablet,India,Landing Page,473,354,263,52.47,267,25,650,SEO Campaign,Apr
12/04/2024,Facebook Ads,Desktop,Germany,Promo Page,86,79,40,53.58,91,11,286,SEO Campaign,Apr
12/04/2024,Instagram Ads,Desktop,Canada,Home Page,412,333,168,36.2,143,6,264,Email Campaign,Apr
12/04/2024,Organic Search,Mobile,UK,Product Page,207,172,100,47.81,190,23,1265,Winter Sale,Apr
12/04/2024,Direct,Mobile,Kenya,Product Page,481,412,269,46.43,192,17,986,Email Campaign,Apr
12/04/2024,Email Marketing,Desktop,Australia,Checkout Page,352,326,202,50.47,295,19,1064,Brand Awareness,Apr
12/04/2024,Referral,Tablet,USA,Landing Page,138,122,63,31.56,268,22,462,New Product Launch,Apr
13/04/2024,Google Ads,Tablet,Germany,Home Page,308,281,164,41.21,103,25,775,Spring Sale,Apr
13/04/2024,Facebook Ads,Desktop,USA,Checkout Page,185,155,113,53.73,195,11,572,Winter Sale,Apr
13/04/2024,Instagram Ads,Tablet,Germany,Promo Page,108,94,62,34.94,209,12,576,Spring Sale,Apr
13/04/2024,Organic Search,Mobile,UK,Product Page,321,250,174,34.35,103,5,285,Spring Sale,Apr
13/04/2024,Direct,Mobile,Australia,Promo Page,334,262,118,49.75,294,6,198,Email Campaign,Apr
13/04/2024,Email Marketing,Desktop,USA,Checkout Page,87,74,50,31.67,248,15,420,New Product Launch,Apr
13/04/2024,Referral,Desktop,Kenya,Landing Page,109,86,58,33.5,119,11,495,Brand Awareness,Apr
14/04/2024,Google Ads,Desktop,Germany,Checkout Page,147,122,60,54.63,144,25,700,Winter Sale,Apr
14/04/2024,Facebook Ads,Desktop,UK,Promo Page,251,194,121,53.08,299,15,360,Spring Sale,Apr
14/04/2024,Instagram Ads,Desktop,India,Landing Page,335,317,176,48.33,119,9,225,Email Campaign,Apr
14/04/2024,Organic Search,Mobile,Australia,Product Page,82,69,47,39.67,132,30,930,New Product Launch,Apr
14/04/2024,Direct,Mobile,Canada,Checkout Page,438,408,202,44.92,269,16,656,Spring Sale,Apr
14/04/2024,Email Marketing,Mobile,Canada,Blog Page,334,262,166,51.81,200,11,429,New Product Launch,Apr
14/04/2024,Referral,Desktop,Canada,Product Page,286,215,141,53.53,313,28,1288,Spring Sale,Apr
15/04/2024,Google Ads,Tablet,India,Product Page,492,410,272,39.95,300,3,105,SEO Campaign,Apr
15/04/2024,Facebook Ads,Tablet,Germany,Promo Page,151,120,76,50.41,115,7,287,Winter Sale,Apr
15/04/2024,Instagram Ads,Mobile,India,Home Page,186,156,93,33.51,119,28,980,Spring Sale,Apr
15/04/2024,Organic Search,Desktop,UK,Landing Page,255,216,133,52.75,135,20,1140,Winter Sale,Apr
15/04/2024,Direct,Desktop,Kenya,Checkout Page,151,131,62,33.88,275,8,264,Spring Sale,Apr
15/04/2024,Email Marketing,Mobile,Germany,Home Page,219,191,117,31.49,288,10,440,Spring Sale,Apr
15/04/2024,Referral,Tablet,Kenya,Landing Page,262,208,103,38.97,102,4,212,None,Apr
16/04/2024,Google Ads,Tablet,USA,Promo Page,199,183,102,45.04,236,5,185,SEO Campaign,Apr
16/04/2024,Facebook Ads,Tablet,Germany,Product Page,212,199,106,40.95,218,29,1363,SEO Campaign,Apr
16/04/2024,Instagram Ads,Tablet,India,Product Page,412,350,160,38.99,113,5,205,Brand Awareness,Apr
16/04/2024,Organic Search,Desktop,USA,Landing Page,108,86,45,39.1,131,11,385,Spring Sale,Apr
16/04/2024,Direct,Desktop,Kenya,Home Page,231,173,113,50.29,115,31,682,Winter Sale,Apr
16/04/2024,Email Marketing,Mobile,Canada,Product Page,402,352,253,44.84,238,27,540,New Product Launch,Apr
16/04/2024,Referral,Desktop,Australia,Landing Page,277,236,108,30.18,106,33,1947,SEO Campaign,Apr
17/04/2024,Google Ads,Mobile,Canada,Blog Page,310,281,143,49.74,247,7,196,New Product Launch,Apr
17/04/2024,Facebook Ads,Tablet,Australia,Promo Page,426,332,202,43.55,183,16,896,None,Apr
17/04/2024,Instagram Ads,Mobile,Germany,Product Page,90,70,31,43.31,316,4,232,Email Campaign,Apr
17/04/2024,Organic Search,Desktop,USA,Product Page,259,222,130,41.47,127,22,968,Brand Awareness,Apr
17/04/2024,Direct,Mobile,USA,Landing Page,248,193,124,32.65,102,21,651,New Product Launch,Apr
17/04/2024,Email Marketing,Mobile,Australia,Blog Page,411,370,231,35.19,274,17,374,Brand Awareness,Apr
17/04/2024,Referral,Mobile,UK,Home Page,240,186,114,42.75,205,14,448,Brand Awareness,Apr
18/04/2024,Google Ads,Desktop,Germany,Promo Page,335,257,135,51.62,226,10,420,New Product Launch,Apr
18/04/2024,Facebook Ads,Desktop,USA,Product Page,94,74,47,34.36,258,12,516,None,Apr
18/04/2024,Instagram Ads,Tablet,Germany,Checkout Page,83,72,35,39.54,307,20,960,None,Apr
18/04/2024,Organic Search,Mobile,Australia,Checkout Page,368,335,244,41.86,298,28,924,New Product Launch,Apr
18/04/2024,Direct,Desktop,USA,Home Page,260,220,130,41.24,122,9,531,Email Campaign,Apr
18/04/2024,Email Marketing,Desktop,UK,Blog Page,96,89,64,44.32,123,22,968,New Product Launch,Apr
18/04/2024,Referral,Tablet,UK,Checkout Page,426,385,192,40.08,202,18,468,SEO Campaign,Apr
19/04/2024,Google Ads,Tablet,Australia,Home Page,370,310,229,38.19,106,34,850,Spring Sale,Apr
19/04/2024,Facebook Ads,Tablet,USA,Blog Page,216,192,87,39.31,287,9,468,Brand Awareness,Apr
